,0
总收益率,0.0004568895195440348
胜率,0.3006942781900886
总盈亏比,1.0000400246559944
平均盈亏比,0.9347507873774981
收益回撤比,0.00031277790387699905
年化收益率,0.0001445101166668741
夏普比率,0.00040224751603965816
百分比最大回撤,-0.4620215011214577
