,0
总收益率,-0.43064508997089135
胜率,0.38161359827627483
总盈亏比,0.959782625195318
平均盈亏比,0.9739324945128149
收益回撤比,0.24827257218552087
年化收益率,-0.13620923556271694
夏普比率,-0.46905118142366703
百分比最大回撤,-0.5486278019504105
