,0
总收益率,-0.3162640404883139
胜率,0.20265740962413215
总盈亏比,0.9531222852625416
平均盈亏比,0.9565001551453386
收益回撤比,0.21594155980130592
年化收益率,-0.10003152060505596
夏普比率,-0.40406253532782244
百分比最大回撤,-0.4632342227086711
