,0
总收益率,-0.025839678435837565
胜率,0.35755326789561886
总盈亏比,0.9964875241622677
平均盈亏比,1.0044941196024735
收益回撤比,0.026772784698866698
年化收益率,-0.008172861896950356
夏普比率,-0.03812812910971376
百分比最大回撤,-0.30526753152040687
