,0
总收益率,0.2208091997592625
胜率,0.1016279626526215
总盈亏比,1.0580866256587673
平均盈亏比,1.0344074196664037
收益回撤比,0.2623418259596259
年化收益率,0.0698399981907546
夏普比率,0.3096778087622876
百分比最大回撤,-0.2662175500810263
