,0
总收益率,0.21738338825308512
胜率,0.380296863777831
总盈亏比,1.0208395853241177
平均盈亏比,1.0426894725768843
收益回撤比,0.345236080190954
年化收益率,0.06875644429148706
夏普比率,0.23482362269876927
百分比最大回撤,-0.1991577596798605
