,0
总收益率,0.014788263051992656
胜率,0.3114675604500838
总盈亏比,1.0011891160704807
平均盈亏比,0.9715613059484872
收益回撤比,0.009964288152291893
年化收益率,0.004677396892528007
夏普比率,0.012305693768771381
百分比最大回撤,-0.4694160607400897
