,0
总收益率,-0.32163069230456465
胜率,0.2006224563083553
总盈亏比,0.9468010769565511
平均盈亏比,0.9439764914047715
收益回撤比,0.17269683526728158
年化收益率,-0.10172894513965866
夏普比率,-0.4155489573868748
百分比最大回撤,-0.5890608532704931
