,0
总收益率,-0.6964096828458117
胜率,0.30751735695475224
总盈亏比,0.9450375267038381
平均盈亏比,0.9299551839265484
收益回撤比,0.20213941139067687
年化收益率,-0.22026822724325934
夏普比率,-0.5874375525838125
百分比最大回撤,-1.0896847167400954
