,0
总收益率,0.16934467670070763
胜率,0.38472587981805123
总盈亏比,1.0228823421278836
平均盈亏比,1.0120615581725794
收益回撤比,0.252283063669675
年化收益率,0.0535622244330661
夏普比率,0.24800164559292515
百分比最大回撤,-0.21231002848133085
