,0
总收益率,0.30654538451439595
胜率,0.2070864256643524
总盈亏比,1.0476817217913157
平均盈亏比,1.0071067649358139
收益回撤比,0.374677452942347
年化收益率,0.09695759562197098
夏普比率,0.39483101061693543
百分比最大回撤,-0.25877616830306094
