date,contract,contract1,is_change,symbol
2018/9/6,JD1901,JD1901,0,JD
2018/9/7,JD1901,JD1901,0,JD
2018/9/10,JD1901,JD1901,0,JD
2018/9/11,JD1901,JD1901,0,JD
2018/9/12,JD1901,JD1901,0,JD
2018/9/13,JD1901,JD1901,0,JD
2018/9/14,JD1901,JD1901,0,JD
2018/9/17,JD1901,JD1901,0,JD
2018/9/18,JD1901,JD1901,0,JD
2018/9/19,JD1901,JD1901,0,JD
2018/9/20,JD1901,JD1901,0,JD
2018/9/21,JD1901,JD1901,0,JD
2018/9/25,JD1901,JD1901,0,JD
2018/9/26,JD1901,JD1901,0,JD
2018/9/27,JD1901,JD1901,0,JD
2018/9/28,JD1901,JD1901,0,JD
2018/10/8,JD1901,JD1901,0,JD
2018/10/9,JD1901,JD1901,0,JD
2018/10/10,JD1901,JD1901,0,JD
2018/10/11,JD1901,JD1901,0,JD
2018/10/12,JD1901,JD1901,0,JD
2018/10/15,JD1901,JD1901,0,JD
2018/10/16,JD1901,JD1901,0,JD
2018/10/17,JD1901,JD1901,0,JD
2018/10/18,JD1901,JD1901,0,JD
2018/10/19,JD1901,JD1901,0,JD
2018/10/22,JD1901,JD1901,0,JD
2018/10/23,JD1901,JD1901,0,JD
2018/10/24,JD1901,JD1901,0,JD
2018/10/25,JD1901,JD1901,0,JD
2018/10/26,JD1901,JD1901,0,JD
2018/10/29,JD1901,JD1901,0,JD
2018/10/30,JD1901,JD1901,0,JD
2018/10/31,JD1901,JD1901,0,JD
2018/11/1,JD1901,JD1901,0,JD
2018/11/2,JD1901,JD1901,0,JD
2018/11/5,JD1901,JD1901,0,JD
2018/11/6,JD1901,JD1901,0,JD
2018/11/7,JD1901,JD1901,0,JD
2018/11/8,JD1901,JD1901,0,JD
2018/11/9,JD1901,JD1901,0,JD
2018/11/12,JD1901,JD1901,0,JD
2018/11/13,JD1901,JD1901,0,JD
2018/11/14,JD1901,JD1901,0,JD
2018/11/15,JD1901,JD1901,0,JD
2018/11/16,JD1901,JD1901,0,JD
2018/11/19,JD1901,JD1901,0,JD
2018/11/20,JD1901,JD1901,0,JD
2018/11/21,JD1901,JD1901,0,JD
2018/11/22,JD1901,JD1901,0,JD
2018/11/23,JD1901,JD1901,0,JD
2018/11/26,JD1901,JD1901,0,JD
2018/11/27,JD1901,JD1901,0,JD
2018/11/28,JD1901,JD1901,0,JD
2018/11/29,JD1901,JD1901,0,JD
2018/11/30,JD1901,JD1901,0,JD
2018/12/3,JD1901,JD1901,0,JD
2018/12/4,JD1901,JD1901,0,JD
2018/12/5,JD1901,JD1901,0,JD
2018/12/6,JD1901,JD1901,0,JD
2018/12/7,JD1901,JD1901,0,JD
2018/12/10,JD1901,JD1901,0,JD
2018/12/11,JD1905,JD1901,1,JD
2018/12/12,JD1905,JD1905,0,JD
2018/12/13,JD1905,JD1905,0,JD
2018/12/14,JD1905,JD1905,0,JD
2018/12/17,JD1905,JD1905,0,JD
2018/12/18,JD1905,JD1905,0,JD
2018/12/19,JD1905,JD1905,0,JD
2018/12/20,JD1905,JD1905,0,JD
2018/12/21,JD1905,JD1905,0,JD
2018/12/24,JD1905,JD1905,0,JD
2018/12/25,JD1905,JD1905,0,JD
2018/12/26,JD1905,JD1905,0,JD
2018/12/27,JD1905,JD1905,0,JD
2018/12/28,JD1905,JD1905,0,JD
2019/1/2,JD1905,JD1905,0,JD
2019/1/3,JD1905,JD1905,0,JD
2019/1/4,JD1905,JD1905,0,JD
2019/1/7,JD1905,JD1905,0,JD
2019/1/8,JD1905,JD1905,0,JD
2019/1/9,JD1905,JD1905,0,JD
2019/1/10,JD1905,JD1905,0,JD
2019/1/11,JD1905,JD1905,0,JD
2019/1/14,JD1905,JD1905,0,JD
2019/1/15,JD1905,JD1905,0,JD
2019/1/16,JD1905,JD1905,0,JD
2019/1/17,JD1905,JD1905,0,JD
2019/1/18,JD1905,JD1905,0,JD
2019/1/21,JD1905,JD1905,0,JD
2019/1/22,JD1905,JD1905,0,JD
2019/1/23,JD1905,JD1905,0,JD
2019/1/24,JD1905,JD1905,0,JD
2019/1/25,JD1905,JD1905,0,JD
2019/1/28,JD1905,JD1905,0,JD
2019/1/29,JD1905,JD1905,0,JD
2019/1/30,JD1905,JD1905,0,JD
2019/1/31,JD1905,JD1905,0,JD
2019/2/1,JD1905,JD1905,0,JD
2019/2/11,JD1905,JD1905,0,JD
2019/2/12,JD1905,JD1905,0,JD
2019/2/13,JD1905,JD1905,0,JD
2019/2/14,JD1905,JD1905,0,JD
2019/2/15,JD1905,JD1905,0,JD
2019/2/18,JD1905,JD1905,0,JD
2019/2/19,JD1905,JD1905,0,JD
2019/2/20,JD1905,JD1905,0,JD
2019/2/21,JD1905,JD1905,0,JD
2019/2/22,JD1905,JD1905,0,JD
2019/2/25,JD1905,JD1905,0,JD
2019/2/26,JD1905,JD1905,0,JD
2019/2/27,JD1905,JD1905,0,JD
2019/2/28,JD1905,JD1905,0,JD
2019/3/1,JD1905,JD1905,0,JD
2019/3/4,JD1905,JD1905,0,JD
2019/3/5,JD1905,JD1905,0,JD
2019/3/6,JD1905,JD1905,0,JD
2019/3/7,JD1905,JD1905,0,JD
2019/3/8,JD1905,JD1905,0,JD
2019/3/11,JD1905,JD1905,0,JD
2019/3/12,JD1905,JD1905,0,JD
2019/3/13,JD1905,JD1905,0,JD
2019/3/14,JD1905,JD1905,0,JD
2019/3/15,JD1905,JD1905,0,JD
2019/3/18,JD1905,JD1905,0,JD
2019/3/19,JD1905,JD1905,0,JD
2019/3/20,JD1905,JD1905,0,JD
2019/3/21,JD1905,JD1905,0,JD
2019/3/22,JD1905,JD1905,0,JD
2019/3/25,JD1905,JD1905,0,JD
2019/3/26,JD1905,JD1905,0,JD
2019/3/27,JD1905,JD1905,0,JD
2019/3/28,JD1905,JD1905,0,JD
2019/3/29,JD1905,JD1905,0,JD
2019/4/1,JD1905,JD1905,0,JD
2019/4/2,JD1905,JD1905,0,JD
2019/4/3,JD1905,JD1905,0,JD
2019/4/4,JD1905,JD1905,0,JD
2019/4/8,JD1909,JD1905,1,JD
2019/4/9,JD1909,JD1909,0,JD
2019/4/10,JD1909,JD1909,0,JD
2019/4/11,JD1909,JD1909,0,JD
2019/4/12,JD1909,JD1909,0,JD
2019/4/15,JD1909,JD1909,0,JD
2019/4/16,JD1909,JD1909,0,JD
2019/4/17,JD1909,JD1909,0,JD
2019/4/18,JD1909,JD1909,0,JD
2019/4/19,JD1909,JD1909,0,JD
2019/4/22,JD1909,JD1909,0,JD
2019/4/23,JD1909,JD1909,0,JD
2019/4/24,JD1909,JD1909,0,JD
2019/4/25,JD1909,JD1909,0,JD
2019/4/26,JD1909,JD1909,0,JD
2019/4/29,JD1909,JD1909,0,JD
2019/4/30,JD1909,JD1909,0,JD
2019/5/6,JD1909,JD1909,0,JD
2019/5/7,JD1909,JD1909,0,JD
2019/5/8,JD1909,JD1909,0,JD
2019/5/9,JD1909,JD1909,0,JD
2019/5/10,JD1909,JD1909,0,JD
2019/5/13,JD1909,JD1909,0,JD
2019/5/14,JD1909,JD1909,0,JD
2019/5/15,JD1909,JD1909,0,JD
2019/5/16,JD1909,JD1909,0,JD
2019/5/17,JD1909,JD1909,0,JD
2019/5/20,JD1909,JD1909,0,JD
2019/5/21,JD1909,JD1909,0,JD
2019/5/22,JD1909,JD1909,0,JD
2019/5/23,JD1909,JD1909,0,JD
2019/5/24,JD1909,JD1909,0,JD
2019/5/27,JD1909,JD1909,0,JD
2019/5/28,JD1909,JD1909,0,JD
2019/5/29,JD1909,JD1909,0,JD
2019/5/30,JD1909,JD1909,0,JD
2019/5/31,JD1909,JD1909,0,JD
2019/6/3,JD1909,JD1909,0,JD
2019/6/4,JD1909,JD1909,0,JD
2019/6/5,JD1909,JD1909,0,JD
2019/6/6,JD1909,JD1909,0,JD
2019/6/10,JD1909,JD1909,0,JD
2019/6/11,JD1909,JD1909,0,JD
2019/6/12,JD1909,JD1909,0,JD
2019/6/13,JD1909,JD1909,0,JD
2019/6/14,JD1909,JD1909,0,JD
2019/6/17,JD1909,JD1909,0,JD
2019/6/18,JD1909,JD1909,0,JD
2019/6/19,JD1909,JD1909,0,JD
2019/6/20,JD1909,JD1909,0,JD
2019/6/21,JD1909,JD1909,0,JD
2019/6/24,JD1909,JD1909,0,JD
2019/6/25,JD1909,JD1909,0,JD
2019/6/26,JD1909,JD1909,0,JD
2019/6/27,JD1909,JD1909,0,JD
2019/6/28,JD1909,JD1909,0,JD
2019/7/1,JD1909,JD1909,0,JD
2019/7/2,JD1909,JD1909,0,JD
2019/7/3,JD1909,JD1909,0,JD
2019/7/4,JD1909,JD1909,0,JD
2019/7/5,JD1909,JD1909,0,JD
2019/7/8,JD1909,JD1909,0,JD
2019/7/9,JD1909,JD1909,0,JD
2019/7/10,JD1909,JD1909,0,JD
2019/7/11,JD1909,JD1909,0,JD
2019/7/12,JD1909,JD1909,0,JD
2019/7/15,JD1909,JD1909,0,JD
2019/7/16,JD1909,JD1909,0,JD
2019/7/17,JD1909,JD1909,0,JD
2019/7/18,JD1909,JD1909,0,JD
2019/7/19,JD1909,JD1909,0,JD
2019/7/22,JD1909,JD1909,0,JD
2019/7/23,JD1909,JD1909,0,JD
2019/7/24,JD1909,JD1909,0,JD
2019/7/25,JD1909,JD1909,0,JD
2019/7/26,JD1909,JD1909,0,JD
2019/7/29,JD1909,JD1909,0,JD
2019/7/30,JD1909,JD1909,0,JD
2019/7/31,JD1909,JD1909,0,JD
2019/8/1,JD1909,JD1909,0,JD
2019/8/2,JD1909,JD1909,0,JD
2019/8/5,JD1909,JD1909,0,JD
2019/8/6,JD2001,JD1909,1,JD
2019/8/7,JD2001,JD2001,0,JD
2019/8/8,JD2001,JD2001,0,JD
2019/8/9,JD2001,JD2001,0,JD
2019/8/12,JD2001,JD2001,0,JD
2019/8/13,JD2001,JD2001,0,JD
2019/8/14,JD2001,JD2001,0,JD
2019/8/15,JD2001,JD2001,0,JD
2019/8/16,JD2001,JD2001,0,JD
2019/8/19,JD2001,JD2001,0,JD
2019/8/20,JD2001,JD2001,0,JD
2019/8/21,JD2001,JD2001,0,JD
2019/8/22,JD2001,JD2001,0,JD
2019/8/23,JD2001,JD2001,0,JD
2019/8/26,JD2001,JD2001,0,JD
2019/8/27,JD2001,JD2001,0,JD
2019/8/28,JD2001,JD2001,0,JD
2019/8/29,JD2001,JD2001,0,JD
2019/8/30,JD2001,JD2001,0,JD
2019/9/2,JD2001,JD2001,0,JD
2019/9/3,JD2001,JD2001,0,JD
2019/9/4,JD2001,JD2001,0,JD
2019/9/5,JD2001,JD2001,0,JD
2019/9/6,JD2001,JD2001,0,JD
2019/9/9,JD2001,JD2001,0,JD
2019/9/10,JD2001,JD2001,0,JD
2019/9/11,JD2001,JD2001,0,JD
2019/9/12,JD2001,JD2001,0,JD
2019/9/16,JD2001,JD2001,0,JD
2019/9/17,JD2001,JD2001,0,JD
2019/9/18,JD2001,JD2001,0,JD
2019/9/19,JD2001,JD2001,0,JD
2019/9/20,JD2001,JD2001,0,JD
2019/9/23,JD2001,JD2001,0,JD
2019/9/24,JD2001,JD2001,0,JD
2019/9/25,JD2001,JD2001,0,JD
2019/9/26,JD2001,JD2001,0,JD
2019/9/27,JD2001,JD2001,0,JD
2019/9/30,JD2001,JD2001,0,JD
2019/10/8,JD2001,JD2001,0,JD
2019/10/9,JD2001,JD2001,0,JD
2019/10/10,JD2001,JD2001,0,JD
2019/10/11,JD2001,JD2001,0,JD
2019/10/14,JD2001,JD2001,0,JD
2019/10/15,JD2001,JD2001,0,JD
2019/10/16,JD2001,JD2001,0,JD
2019/10/17,JD2001,JD2001,0,JD
2019/10/18,JD2001,JD2001,0,JD
2019/10/21,JD2001,JD2001,0,JD
2019/10/22,JD2001,JD2001,0,JD
2019/10/23,JD2001,JD2001,0,JD
2019/10/24,JD2001,JD2001,0,JD
2019/10/25,JD2001,JD2001,0,JD
2019/10/28,JD2001,JD2001,0,JD
2019/10/29,JD2001,JD2001,0,JD
2019/10/30,JD2001,JD2001,0,JD
2019/10/31,JD2001,JD2001,0,JD
2019/11/1,JD2001,JD2001,0,JD
2019/11/4,JD2001,JD2001,0,JD
2019/11/5,JD2001,JD2001,0,JD
2019/11/6,JD2001,JD2001,0,JD
2019/11/7,JD2001,JD2001,0,JD
2019/11/8,JD2001,JD2001,0,JD
2019/11/11,JD2001,JD2001,0,JD
2019/11/12,JD2001,JD2001,0,JD
2019/11/13,JD2001,JD2001,0,JD
2019/11/14,JD2001,JD2001,0,JD
2019/11/15,JD2001,JD2001,0,JD
2019/11/18,JD2001,JD2001,0,JD
2019/11/19,JD2001,JD2001,0,JD
2019/11/20,JD2001,JD2001,0,JD
2019/11/21,JD2001,JD2001,0,JD
2019/11/22,JD2001,JD2001,0,JD
2019/11/25,JD2001,JD2001,0,JD
2019/11/26,JD2001,JD2001,0,JD
2019/11/27,JD2001,JD2001,0,JD
2019/11/28,JD2001,JD2001,0,JD
2019/11/29,JD2001,JD2001,0,JD
2019/12/2,JD2001,JD2001,0,JD
2019/12/3,JD2005,JD2001,1,JD
2019/12/4,JD2005,JD2005,0,JD
2019/12/5,JD2005,JD2005,0,JD
2019/12/6,JD2005,JD2005,0,JD
2019/12/9,JD2005,JD2005,0,JD
2019/12/10,JD2005,JD2005,0,JD
2019/12/11,JD2005,JD2005,0,JD
2019/12/12,JD2005,JD2005,0,JD
2019/12/13,JD2005,JD2005,0,JD
2019/12/16,JD2005,JD2005,0,JD
2019/12/17,JD2005,JD2005,0,JD
2019/12/18,JD2005,JD2005,0,JD
2019/12/19,JD2005,JD2005,0,JD
2019/12/20,JD2005,JD2005,0,JD
2019/12/23,JD2005,JD2005,0,JD
2019/12/24,JD2005,JD2005,0,JD
2019/12/25,JD2005,JD2005,0,JD
2019/12/26,JD2005,JD2005,0,JD
2019/12/27,JD2005,JD2005,0,JD
2019/12/30,JD2005,JD2005,0,JD
2019/12/31,JD2005,JD2005,0,JD
2020/1/2,JD2005,JD2005,0,JD
2020/1/3,JD2005,JD2005,0,JD
2020/1/6,JD2005,JD2005,0,JD
2020/1/7,JD2005,JD2005,0,JD
2020/1/8,JD2005,JD2005,0,JD
2020/1/9,JD2005,JD2005,0,JD
2020/1/10,JD2005,JD2005,0,JD
2020/1/13,JD2005,JD2005,0,JD
2020/1/14,JD2005,JD2005,0,JD
2020/1/15,JD2005,JD2005,0,JD
2020/1/16,JD2005,JD2005,0,JD
2020/1/17,JD2005,JD2005,0,JD
2020/1/20,JD2005,JD2005,0,JD
2020/1/21,JD2005,JD2005,0,JD
2020/1/22,JD2005,JD2005,0,JD
2020/1/23,JD2005,JD2005,0,JD
2020/2/3,JD2005,JD2005,0,JD
2020/2/4,JD2005,JD2005,0,JD
2020/2/5,JD2005,JD2005,0,JD
2020/2/6,JD2005,JD2005,0,JD
2020/2/7,JD2005,JD2005,0,JD
2020/2/10,JD2005,JD2005,0,JD
2020/2/11,JD2005,JD2005,0,JD
2020/2/12,JD2005,JD2005,0,JD
2020/2/13,JD2005,JD2005,0,JD
2020/2/14,JD2005,JD2005,0,JD
2020/2/17,JD2005,JD2005,0,JD
2020/2/18,JD2005,JD2005,0,JD
2020/2/19,JD2005,JD2005,0,JD
2020/2/20,JD2005,JD2005,0,JD
2020/2/21,JD2005,JD2005,0,JD
2020/2/24,JD2005,JD2005,0,JD
2020/2/25,JD2005,JD2005,0,JD
2020/2/26,JD2005,JD2005,0,JD
2020/2/27,JD2005,JD2005,0,JD
2020/2/28,JD2005,JD2005,0,JD
2020/3/2,JD2005,JD2005,0,JD
2020/3/3,JD2005,JD2005,0,JD
2020/3/4,JD2005,JD2005,0,JD
2020/3/5,JD2005,JD2005,0,JD
2020/3/6,JD2005,JD2005,0,JD
2020/3/9,JD2005,JD2005,0,JD
2020/3/10,JD2005,JD2005,0,JD
2020/3/11,JD2005,JD2005,0,JD
2020/3/12,JD2005,JD2005,0,JD
2020/3/13,JD2005,JD2005,0,JD
2020/3/16,JD2005,JD2005,0,JD
2020/3/17,JD2005,JD2005,0,JD
2020/3/18,JD2005,JD2005,0,JD
2020/3/19,JD2005,JD2005,0,JD
2020/3/20,JD2005,JD2005,0,JD
2020/3/23,JD2005,JD2005,0,JD
2020/3/24,JD2005,JD2005,0,JD
2020/3/25,JD2005,JD2005,0,JD
2020/3/26,JD2005,JD2005,0,JD
2020/3/27,JD2005,JD2005,0,JD
2020/3/30,JD2005,JD2005,0,JD
2020/3/31,JD2005,JD2005,0,JD
2020/4/1,JD2005,JD2005,0,JD
2020/4/2,JD2005,JD2005,0,JD
2020/4/3,JD2005,JD2005,0,JD
2020/4/7,JD2005,JD2005,0,JD
2020/4/8,JD2005,JD2005,0,JD
2020/4/9,JD2006,JD2005,1,JD
2020/4/10,JD2006,JD2006,0,JD
2020/4/13,JD2006,JD2006,0,JD
2020/4/14,JD2006,JD2006,0,JD
2020/4/15,JD2006,JD2006,0,JD
2020/4/16,JD2006,JD2006,0,JD
2020/4/17,JD2006,JD2006,0,JD
2020/4/20,JD2006,JD2006,0,JD
2020/4/21,JD2006,JD2006,0,JD
2020/4/22,JD2006,JD2006,0,JD
2020/4/23,JD2006,JD2006,0,JD
2020/4/24,JD2006,JD2006,0,JD
2020/4/27,JD2006,JD2006,0,JD
2020/4/28,JD2006,JD2006,0,JD
2020/4/29,JD2006,JD2006,0,JD
2020/4/30,JD2006,JD2006,0,JD
2020/5/6,JD2006,JD2006,0,JD
2020/5/7,JD2006,JD2006,0,JD
2020/5/8,JD2006,JD2006,0,JD
2020/5/11,JD2006,JD2006,0,JD
2020/5/12,JD2006,JD2006,0,JD
2020/5/13,JD2006,JD2006,0,JD
2020/5/14,JD2006,JD2006,0,JD
2020/5/15,JD2006,JD2006,0,JD
2020/5/18,JD2006,JD2006,0,JD
2020/5/19,JD2006,JD2006,0,JD
2020/5/20,JD2006,JD2006,0,JD
2020/5/21,JD2006,JD2006,0,JD
2020/5/22,JD2006,JD2006,0,JD
2020/5/25,JD2006,JD2006,0,JD
2020/5/26,JD2006,JD2006,0,JD
2020/5/27,JD2006,JD2006,0,JD
2020/5/28,JD2007,JD2006,1,JD
2020/5/29,JD2007,JD2007,0,JD
2020/6/1,JD2007,JD2007,0,JD
2020/6/2,JD2007,JD2007,0,JD
2020/6/3,JD2007,JD2007,0,JD
2020/6/4,JD2007,JD2007,0,JD
2020/6/5,JD2007,JD2007,0,JD
2020/6/8,JD2007,JD2007,0,JD
2020/6/9,JD2007,JD2007,0,JD
2020/6/10,JD2007,JD2007,0,JD
2020/6/11,JD2007,JD2007,0,JD
2020/6/12,JD2007,JD2007,0,JD
2020/6/15,JD2009,JD2007,1,JD
2020/6/16,JD2009,JD2009,0,JD
2020/6/17,JD2009,JD2009,0,JD
2020/6/18,JD2009,JD2009,0,JD
2020/6/19,JD2009,JD2009,0,JD
2020/6/22,JD2009,JD2009,0,JD
2020/6/23,JD2009,JD2009,0,JD
2020/6/24,JD2009,JD2009,0,JD
2020/6/29,JD2009,JD2009,0,JD
2020/6/30,JD2009,JD2009,0,JD
2020/7/1,JD2009,JD2009,0,JD
2020/7/2,JD2009,JD2009,0,JD
2020/7/3,JD2009,JD2009,0,JD
2020/7/6,JD2009,JD2009,0,JD
2020/7/7,JD2009,JD2009,0,JD
2020/7/8,JD2009,JD2009,0,JD
2020/7/9,JD2009,JD2009,0,JD
2020/7/10,JD2009,JD2009,0,JD
2020/7/13,JD2009,JD2009,0,JD
2020/7/14,JD2009,JD2009,0,JD
2020/7/15,JD2009,JD2009,0,JD
2020/7/16,JD2009,JD2009,0,JD
2020/7/17,JD2009,JD2009,0,JD
2020/7/20,JD2009,JD2009,0,JD
2020/7/21,JD2009,JD2009,0,JD
2020/7/22,JD2009,JD2009,0,JD
2020/7/23,JD2009,JD2009,0,JD
2020/7/24,JD2009,JD2009,0,JD
2020/7/27,JD2009,JD2009,0,JD
2020/7/28,JD2009,JD2009,0,JD
2020/7/29,JD2009,JD2009,0,JD
2020/7/30,JD2009,JD2009,0,JD
2020/7/31,JD2009,JD2009,0,JD
2020/8/3,JD2009,JD2009,0,JD
2020/8/4,JD2009,JD2009,0,JD
2020/8/5,JD2009,JD2009,0,JD
2020/8/6,JD2009,JD2009,0,JD
2020/8/7,JD2009,JD2009,0,JD
2020/8/10,JD2009,JD2009,0,JD
2020/8/11,JD2009,JD2009,0,JD
2020/8/12,JD2009,JD2009,0,JD
2020/8/13,JD2009,JD2009,0,JD
2020/8/14,JD2009,JD2009,0,JD
2020/8/17,JD2009,JD2009,0,JD
2020/8/18,JD2009,JD2009,0,JD
2020/8/19,JD2010,JD2009,1,JD
2020/8/20,JD2010,JD2010,0,JD
2020/8/21,JD2010,JD2010,0,JD
2020/8/24,JD2010,JD2010,0,JD
2020/8/25,JD2010,JD2010,0,JD
2020/8/26,JD2010,JD2010,0,JD
2020/8/27,JD2010,JD2010,0,JD
2020/8/28,JD2010,JD2010,0,JD
2020/8/31,JD2010,JD2010,0,JD
2020/9/1,JD2010,JD2010,0,JD
2020/9/2,JD2010,JD2010,0,JD
2020/9/3,JD2010,JD2010,0,JD
2020/9/4,JD2010,JD2010,0,JD
2020/9/7,JD2010,JD2010,0,JD
2020/9/8,JD2010,JD2010,0,JD
2020/9/9,JD2010,JD2010,0,JD
2020/9/10,JD2010,JD2010,0,JD
2020/9/11,JD2010,JD2010,0,JD
2020/9/14,JD2010,JD2010,0,JD
2020/9/15,JD2010,JD2010,0,JD
2020/9/16,JD2010,JD2010,0,JD
2020/9/17,JD2010,JD2010,0,JD
2020/9/18,JD2011,JD2010,1,JD
2020/9/21,JD2011,JD2011,0,JD
2020/9/22,JD2011,JD2011,0,JD
2020/9/23,JD2011,JD2011,0,JD
2020/9/24,JD2011,JD2011,0,JD
2020/9/25,JD2011,JD2011,0,JD
2020/9/28,JD2011,JD2011,0,JD
2020/9/29,JD2011,JD2011,0,JD
2020/9/30,JD2011,JD2011,0,JD
2020/10/9,JD2011,JD2011,0,JD
2020/10/12,JD2011,JD2011,0,JD
2020/10/13,JD2011,JD2011,0,JD
2020/10/14,JD2011,JD2011,0,JD
2020/10/15,JD2011,JD2011,0,JD
2020/10/16,JD2011,JD2011,0,JD
2020/10/19,JD2011,JD2011,0,JD
2020/10/20,JD2011,JD2011,0,JD
2020/10/21,JD2011,JD2011,0,JD
2020/10/22,JD2101,JD2011,1,JD
2020/10/23,JD2101,JD2101,0,JD
2020/10/26,JD2101,JD2101,0,JD
2020/10/27,JD2101,JD2101,0,JD
2020/10/28,JD2101,JD2101,0,JD
2020/10/29,JD2101,JD2101,0,JD
2020/10/30,JD2101,JD2101,0,JD
2020/11/2,JD2101,JD2101,0,JD
2020/11/3,JD2101,JD2101,0,JD
2020/11/4,JD2101,JD2101,0,JD
2020/11/5,JD2101,JD2101,0,JD
2020/11/6,JD2101,JD2101,0,JD
2020/11/9,JD2101,JD2101,0,JD
2020/11/10,JD2101,JD2101,0,JD
2020/11/11,JD2101,JD2101,0,JD
2020/11/12,JD2101,JD2101,0,JD
2020/11/13,JD2101,JD2101,0,JD
2020/11/16,JD2101,JD2101,0,JD
2020/11/17,JD2101,JD2101,0,JD
2020/11/18,JD2101,JD2101,0,JD
2020/11/19,JD2101,JD2101,0,JD
2020/11/20,JD2101,JD2101,0,JD
2020/11/23,JD2101,JD2101,0,JD
2020/11/24,JD2101,JD2101,0,JD
2020/11/25,JD2101,JD2101,0,JD
2020/11/26,JD2101,JD2101,0,JD
2020/11/27,JD2101,JD2101,0,JD
2020/11/30,JD2101,JD2101,0,JD
2020/12/1,JD2101,JD2101,0,JD
2020/12/2,JD2101,JD2101,0,JD
2020/12/3,JD2101,JD2101,0,JD
2020/12/4,JD2101,JD2101,0,JD
2020/12/7,JD2101,JD2101,0,JD
2020/12/8,JD2101,JD2101,0,JD
2020/12/9,JD2105,JD2101,1,JD
2020/12/10,JD2105,JD2105,0,JD
2020/12/11,JD2105,JD2105,0,JD
2020/12/14,JD2105,JD2105,0,JD
2020/12/15,JD2105,JD2105,0,JD
2020/12/16,JD2105,JD2105,0,JD
2020/12/17,JD2105,JD2105,0,JD
2020/12/18,JD2105,JD2105,0,JD
2020/12/21,JD2105,JD2105,0,JD
2020/12/22,JD2105,JD2105,0,JD
2020/12/23,JD2105,JD2105,0,JD
2020/12/24,JD2105,JD2105,0,JD
2020/12/25,JD2105,JD2105,0,JD
2020/12/28,JD2105,JD2105,0,JD
2020/12/29,JD2105,JD2105,0,JD
2020/12/30,JD2105,JD2105,0,JD
2020/12/31,JD2105,JD2105,0,JD
2021/1/4,JD2105,JD2105,0,JD
2021/1/5,JD2105,JD2105,0,JD
2021/1/6,JD2105,JD2105,0,JD
2021/1/7,JD2105,JD2105,0,JD
2021/1/8,JD2105,JD2105,0,JD
2021/1/11,JD2105,JD2105,0,JD
2021/1/12,JD2105,JD2105,0,JD
2021/1/13,JD2105,JD2105,0,JD
2021/1/14,JD2105,JD2105,0,JD
2021/1/15,JD2105,JD2105,0,JD
2021/1/18,JD2105,JD2105,0,JD
2021/1/19,JD2105,JD2105,0,JD
2021/1/20,JD2105,JD2105,0,JD
2021/1/21,JD2105,JD2105,0,JD
2021/1/22,JD2105,JD2105,0,JD
2021/1/25,JD2105,JD2105,0,JD
2021/1/26,JD2105,JD2105,0,JD
2021/1/27,JD2105,JD2105,0,JD
2021/1/28,JD2105,JD2105,0,JD
2021/1/29,JD2105,JD2105,0,JD
2021/2/1,JD2105,JD2105,0,JD
2021/2/2,JD2105,JD2105,0,JD
2021/2/3,JD2105,JD2105,0,JD
2021/2/4,JD2105,JD2105,0,JD
2021/2/5,JD2105,JD2105,0,JD
2021/2/8,JD2105,JD2105,0,JD
2021/2/9,JD2105,JD2105,0,JD
2021/2/10,JD2105,JD2105,0,JD
2021/2/18,JD2105,JD2105,0,JD
2021/2/19,JD2105,JD2105,0,JD
2021/2/22,JD2105,JD2105,0,JD
2021/2/23,JD2105,JD2105,0,JD
2021/2/24,JD2105,JD2105,0,JD
2021/2/25,JD2105,JD2105,0,JD
2021/2/26,JD2105,JD2105,0,JD
2021/3/1,JD2105,JD2105,0,JD
2021/3/2,JD2105,JD2105,0,JD
2021/3/3,JD2105,JD2105,0,JD
2021/3/4,JD2105,JD2105,0,JD
2021/3/5,JD2105,JD2105,0,JD
2021/3/8,JD2105,JD2105,0,JD
2021/3/9,JD2105,JD2105,0,JD
2021/3/10,JD2105,JD2105,0,JD
2021/3/11,JD2105,JD2105,0,JD
2021/3/12,JD2105,JD2105,0,JD
2021/3/15,JD2105,JD2105,0,JD
2021/3/16,JD2105,JD2105,0,JD
2021/3/17,JD2105,JD2105,0,JD
2021/3/18,JD2105,JD2105,0,JD
2021/3/19,JD2105,JD2105,0,JD
2021/3/22,JD2105,JD2105,0,JD
2021/3/23,JD2105,JD2105,0,JD
2021/3/24,JD2105,JD2105,0,JD
2021/3/25,JD2105,JD2105,0,JD
2021/3/26,JD2105,JD2105,0,JD
2021/3/29,JD2105,JD2105,0,JD
2021/3/30,JD2105,JD2105,0,JD
2021/3/31,JD2105,JD2105,0,JD
2021/4/1,JD2105,JD2105,0,JD
2021/4/2,JD2105,JD2105,0,JD
2021/4/6,JD2105,JD2105,0,JD
2021/4/7,JD2105,JD2105,0,JD
2021/4/8,JD2105,JD2105,0,JD
2021/4/9,JD2105,JD2105,0,JD
2021/4/12,JD2105,JD2105,0,JD
2021/4/13,JD2105,JD2105,0,JD
2021/4/14,JD2109,JD2105,1,JD
2021/4/15,JD2109,JD2109,0,JD
2021/4/16,JD2109,JD2109,0,JD
2021/4/19,JD2109,JD2109,0,JD
2021/4/20,JD2109,JD2109,0,JD
2021/4/21,JD2109,JD2109,0,JD
