date,contract,contract1,is_change,symbol
2016/1/5,A1605,A1605,0,A
2016/1/6,A1605,A1605,0,A
2016/1/7,A1605,A1605,0,A
2016/1/8,A1605,A1605,0,A
2016/1/11,A1605,A1605,0,A
2016/1/12,A1605,A1605,0,A
2016/1/13,A1605,A1605,0,A
2016/1/14,A1605,A1605,0,A
2016/1/15,A1605,A1605,0,A
2016/1/18,A1605,A1605,0,A
2016/1/19,A1605,A1605,0,A
2016/1/20,A1605,A1605,0,A
2016/1/21,A1605,A1605,0,A
2016/1/22,A1605,A1605,0,A
2016/1/25,A1605,A1605,0,A
2016/1/26,A1605,A1605,0,A
2016/1/27,A1605,A1605,0,A
2016/1/28,A1605,A1605,0,A
2016/1/29,A1605,A1605,0,A
2016/2/1,A1605,A1605,0,A
2016/2/2,A1605,A1605,0,A
2016/2/3,A1605,A1605,0,A
2016/2/4,A1605,A1605,0,A
2016/2/5,A1605,A1605,0,A
2016/2/15,A1605,A1605,0,A
2016/2/16,A1605,A1605,0,A
2016/2/17,A1605,A1605,0,A
2016/2/18,A1605,A1605,0,A
2016/2/19,A1605,A1605,0,A
2016/2/22,A1605,A1605,0,A
2016/2/23,A1605,A1605,0,A
2016/2/24,A1605,A1605,0,A
2016/2/25,A1605,A1605,0,A
2016/2/26,A1605,A1605,0,A
2016/2/29,A1605,A1605,0,A
2016/3/1,A1605,A1605,0,A
2016/3/2,A1605,A1605,0,A
2016/3/3,A1605,A1605,0,A
2016/3/4,A1605,A1605,0,A
2016/3/7,A1605,A1605,0,A
2016/3/8,A1605,A1605,0,A
2016/3/9,A1605,A1605,0,A
2016/3/10,A1605,A1605,0,A
2016/3/11,A1605,A1605,0,A
2016/3/14,A1609,A1605,1,A
2016/3/15,A1609,A1609,0,A
2016/3/16,A1609,A1609,0,A
2016/3/17,A1609,A1609,0,A
2016/3/18,A1609,A1609,0,A
2016/3/21,A1609,A1609,0,A
2016/3/22,A1609,A1609,0,A
2016/3/23,A1609,A1609,0,A
2016/3/24,A1609,A1609,0,A
2016/3/25,A1609,A1609,0,A
2016/3/28,A1609,A1609,0,A
2016/3/29,A1609,A1609,0,A
2016/3/30,A1609,A1609,0,A
2016/3/31,A1609,A1609,0,A
2016/4/1,A1609,A1609,0,A
2016/4/5,A1609,A1609,0,A
2016/4/6,A1609,A1609,0,A
2016/4/7,A1609,A1609,0,A
2016/4/8,A1609,A1609,0,A
2016/4/11,A1609,A1609,0,A
2016/4/12,A1609,A1609,0,A
2016/4/13,A1609,A1609,0,A
2016/4/14,A1609,A1609,0,A
2016/4/15,A1609,A1609,0,A
2016/4/18,A1609,A1609,0,A
2016/4/19,A1609,A1609,0,A
2016/4/20,A1609,A1609,0,A
2016/4/21,A1609,A1609,0,A
2016/4/22,A1609,A1609,0,A
2016/4/25,A1609,A1609,0,A
2016/4/26,A1609,A1609,0,A
2016/4/27,A1609,A1609,0,A
2016/4/28,A1609,A1609,0,A
2016/4/29,A1609,A1609,0,A
2016/5/3,A1609,A1609,0,A
2016/5/4,A1609,A1609,0,A
2016/5/5,A1609,A1609,0,A
2016/5/6,A1609,A1609,0,A
2016/5/9,A1609,A1609,0,A
2016/5/10,A1609,A1609,0,A
2016/5/11,A1609,A1609,0,A
2016/5/12,A1609,A1609,0,A
2016/5/13,A1609,A1609,0,A
2016/5/16,A1609,A1609,0,A
2016/5/17,A1609,A1609,0,A
2016/5/18,A1609,A1609,0,A
2016/5/19,A1609,A1609,0,A
2016/5/20,A1609,A1609,0,A
2016/5/23,A1609,A1609,0,A
2016/5/24,A1609,A1609,0,A
2016/5/25,A1609,A1609,0,A
2016/5/26,A1609,A1609,0,A
2016/5/27,A1609,A1609,0,A
2016/5/30,A1609,A1609,0,A
2016/5/31,A1609,A1609,0,A
2016/6/1,A1609,A1609,0,A
2016/6/2,A1609,A1609,0,A
2016/6/3,A1609,A1609,0,A
2016/6/6,A1609,A1609,0,A
2016/6/7,A1609,A1609,0,A
2016/6/8,A1609,A1609,0,A
2016/6/13,A1609,A1609,0,A
2016/6/14,A1609,A1609,0,A
2016/6/15,A1609,A1609,0,A
2016/6/16,A1609,A1609,0,A
2016/6/17,A1609,A1609,0,A
2016/6/20,A1609,A1609,0,A
2016/6/21,A1609,A1609,0,A
2016/6/22,A1609,A1609,0,A
2016/6/23,A1609,A1609,0,A
2016/6/24,A1609,A1609,0,A
2016/6/27,A1609,A1609,0,A
2016/6/28,A1609,A1609,0,A
2016/6/29,A1609,A1609,0,A
2016/6/30,A1609,A1609,0,A
2016/7/1,A1609,A1609,0,A
2016/7/4,A1609,A1609,0,A
2016/7/5,A1609,A1609,0,A
2016/7/6,A1609,A1609,0,A
2016/7/7,A1609,A1609,0,A
2016/7/8,A1609,A1609,0,A
2016/7/11,A1609,A1609,0,A
2016/7/12,A1609,A1609,0,A
2016/7/13,A1609,A1609,0,A
2016/7/14,A1609,A1609,0,A
2016/7/15,A1609,A1609,0,A
2016/7/18,A1609,A1609,0,A
2016/7/19,A1609,A1609,0,A
2016/7/20,A1701,A1609,1,A
2016/7/21,A1701,A1701,0,A
2016/7/22,A1701,A1701,0,A
2016/7/25,A1701,A1701,0,A
2016/7/26,A1701,A1701,0,A
2016/7/27,A1701,A1701,0,A
2016/7/28,A1701,A1701,0,A
2016/7/29,A1701,A1701,0,A
2016/8/1,A1701,A1701,0,A
2016/8/2,A1701,A1701,0,A
2016/8/3,A1701,A1701,0,A
2016/8/4,A1701,A1701,0,A
2016/8/5,A1701,A1701,0,A
2016/8/8,A1701,A1701,0,A
2016/8/9,A1701,A1701,0,A
2016/8/10,A1701,A1701,0,A
2016/8/11,A1701,A1701,0,A
2016/8/12,A1701,A1701,0,A
2016/8/15,A1701,A1701,0,A
2016/8/16,A1701,A1701,0,A
2016/8/17,A1701,A1701,0,A
2016/8/18,A1701,A1701,0,A
2016/8/19,A1701,A1701,0,A
2016/8/22,A1701,A1701,0,A
2016/8/23,A1701,A1701,0,A
2016/8/24,A1701,A1701,0,A
2016/8/25,A1701,A1701,0,A
2016/8/26,A1701,A1701,0,A
2016/8/29,A1701,A1701,0,A
2016/8/30,A1701,A1701,0,A
2016/8/31,A1701,A1701,0,A
2016/9/1,A1701,A1701,0,A
2016/9/2,A1701,A1701,0,A
2016/9/5,A1701,A1701,0,A
2016/9/6,A1701,A1701,0,A
2016/9/7,A1701,A1701,0,A
2016/9/8,A1701,A1701,0,A
2016/9/9,A1701,A1701,0,A
2016/9/12,A1701,A1701,0,A
2016/9/13,A1701,A1701,0,A
2016/9/14,A1701,A1701,0,A
2016/9/19,A1701,A1701,0,A
2016/9/20,A1701,A1701,0,A
2016/9/21,A1701,A1701,0,A
2016/9/22,A1701,A1701,0,A
2016/9/23,A1701,A1701,0,A
2016/9/26,A1701,A1701,0,A
2016/9/27,A1701,A1701,0,A
2016/9/28,A1701,A1701,0,A
2016/9/29,A1701,A1701,0,A
2016/9/30,A1701,A1701,0,A
2016/10/10,A1701,A1701,0,A
2016/10/11,A1701,A1701,0,A
2016/10/12,A1701,A1701,0,A
2016/10/13,A1701,A1701,0,A
2016/10/14,A1701,A1701,0,A
2016/10/17,A1701,A1701,0,A
2016/10/18,A1701,A1701,0,A
2016/10/19,A1701,A1701,0,A
2016/10/20,A1701,A1701,0,A
2016/10/21,A1701,A1701,0,A
2016/10/24,A1701,A1701,0,A
2016/10/25,A1701,A1701,0,A
2016/10/26,A1701,A1701,0,A
2016/10/27,A1701,A1701,0,A
2016/10/28,A1701,A1701,0,A
2016/10/31,A1701,A1701,0,A
2016/11/1,A1701,A1701,0,A
2016/11/2,A1701,A1701,0,A
2016/11/3,A1701,A1701,0,A
2016/11/4,A1701,A1701,0,A
2016/11/7,A1701,A1701,0,A
2016/11/8,A1701,A1701,0,A
2016/11/9,A1701,A1701,0,A
2016/11/10,A1701,A1701,0,A
2016/11/11,A1701,A1701,0,A
2016/11/14,A1701,A1701,0,A
2016/11/15,A1701,A1701,0,A
2016/11/16,A1701,A1701,0,A
2016/11/17,A1701,A1701,0,A
2016/11/18,A1701,A1701,0,A
2016/11/21,A1701,A1701,0,A
2016/11/22,A1701,A1701,0,A
2016/11/23,A1701,A1701,0,A
2016/11/24,A1701,A1701,0,A
2016/11/25,A1701,A1701,0,A
2016/11/28,A1701,A1701,0,A
2016/11/29,A1701,A1701,0,A
2016/11/30,A1701,A1701,0,A
2016/12/1,A1705,A1701,1,A
2016/12/2,A1705,A1705,0,A
2016/12/5,A1705,A1705,0,A
2016/12/6,A1705,A1705,0,A
2016/12/7,A1705,A1705,0,A
2016/12/8,A1705,A1705,0,A
2016/12/9,A1705,A1705,0,A
2016/12/12,A1705,A1705,0,A
2016/12/13,A1705,A1705,0,A
2016/12/14,A1705,A1705,0,A
2016/12/15,A1705,A1705,0,A
2016/12/16,A1705,A1705,0,A
2016/12/19,A1705,A1705,0,A
2016/12/20,A1705,A1705,0,A
2016/12/21,A1705,A1705,0,A
2016/12/22,A1705,A1705,0,A
2016/12/23,A1705,A1705,0,A
2016/12/26,A1705,A1705,0,A
2016/12/27,A1705,A1705,0,A
2016/12/28,A1705,A1705,0,A
2016/12/29,A1705,A1705,0,A
2016/12/30,A1705,A1705,0,A
2017/1/3,A1705,A1705,0,A
2017/1/4,A1705,A1705,0,A
2017/1/5,A1705,A1705,0,A
2017/1/6,A1705,A1705,0,A
2017/1/9,A1705,A1705,0,A
2017/1/10,A1705,A1705,0,A
2017/1/11,A1705,A1705,0,A
2017/1/12,A1705,A1705,0,A
2017/1/13,A1705,A1705,0,A
2017/1/16,A1705,A1705,0,A
2017/1/17,A1705,A1705,0,A
2017/1/18,A1705,A1705,0,A
2017/1/19,A1705,A1705,0,A
2017/1/20,A1705,A1705,0,A
2017/1/23,A1705,A1705,0,A
2017/1/24,A1705,A1705,0,A
2017/1/25,A1705,A1705,0,A
2017/1/26,A1705,A1705,0,A
2017/2/3,A1705,A1705,0,A
2017/2/6,A1705,A1705,0,A
2017/2/7,A1705,A1705,0,A
2017/2/8,A1705,A1705,0,A
2017/2/9,A1705,A1705,0,A
2017/2/10,A1705,A1705,0,A
2017/2/13,A1705,A1705,0,A
2017/2/14,A1705,A1705,0,A
2017/2/15,A1705,A1705,0,A
2017/2/16,A1705,A1705,0,A
2017/2/17,A1705,A1705,0,A
2017/2/20,A1705,A1705,0,A
2017/2/21,A1705,A1705,0,A
2017/2/22,A1705,A1705,0,A
2017/2/23,A1705,A1705,0,A
2017/2/24,A1705,A1705,0,A
2017/2/27,A1705,A1705,0,A
2017/2/28,A1705,A1705,0,A
2017/3/1,A1705,A1705,0,A
2017/3/2,A1705,A1705,0,A
2017/3/3,A1705,A1705,0,A
2017/3/6,A1705,A1705,0,A
2017/3/7,A1705,A1705,0,A
2017/3/8,A1705,A1705,0,A
2017/3/9,A1705,A1705,0,A
2017/3/10,A1705,A1705,0,A
2017/3/13,A1705,A1705,0,A
2017/3/14,A1705,A1705,0,A
2017/3/15,A1705,A1705,0,A
2017/3/16,A1705,A1705,0,A
2017/3/17,A1705,A1705,0,A
2017/3/20,A1705,A1705,0,A
2017/3/21,A1705,A1705,0,A
2017/3/22,A1705,A1705,0,A
2017/3/23,A1705,A1705,0,A
2017/3/24,A1705,A1705,0,A
2017/3/27,A1705,A1705,0,A
2017/3/28,A1705,A1705,0,A
2017/3/29,A1709,A1705,1,A
2017/3/30,A1709,A1709,0,A
2017/3/31,A1709,A1709,0,A
2017/4/5,A1709,A1709,0,A
2017/4/6,A1709,A1709,0,A
2017/4/7,A1709,A1709,0,A
2017/4/10,A1709,A1709,0,A
2017/4/11,A1709,A1709,0,A
2017/4/12,A1709,A1709,0,A
2017/4/13,A1709,A1709,0,A
2017/4/14,A1709,A1709,0,A
2017/4/17,A1709,A1709,0,A
2017/4/18,A1709,A1709,0,A
2017/4/19,A1709,A1709,0,A
2017/4/20,A1709,A1709,0,A
2017/4/21,A1709,A1709,0,A
2017/4/24,A1709,A1709,0,A
2017/4/25,A1709,A1709,0,A
2017/4/26,A1709,A1709,0,A
2017/4/27,A1709,A1709,0,A
2017/4/28,A1709,A1709,0,A
2017/5/2,A1709,A1709,0,A
2017/5/3,A1709,A1709,0,A
2017/5/4,A1709,A1709,0,A
2017/5/5,A1709,A1709,0,A
2017/5/8,A1709,A1709,0,A
2017/5/9,A1709,A1709,0,A
2017/5/10,A1709,A1709,0,A
2017/5/11,A1709,A1709,0,A
2017/5/12,A1709,A1709,0,A
2017/5/15,A1709,A1709,0,A
2017/5/16,A1709,A1709,0,A
2017/5/17,A1709,A1709,0,A
2017/5/18,A1709,A1709,0,A
2017/5/19,A1709,A1709,0,A
2017/5/22,A1709,A1709,0,A
2017/5/23,A1709,A1709,0,A
2017/5/24,A1709,A1709,0,A
2017/5/25,A1709,A1709,0,A
2017/5/26,A1709,A1709,0,A
2017/5/31,A1709,A1709,0,A
2017/6/1,A1709,A1709,0,A
2017/6/2,A1709,A1709,0,A
2017/6/5,A1709,A1709,0,A
2017/6/6,A1709,A1709,0,A
2017/6/7,A1709,A1709,0,A
2017/6/8,A1709,A1709,0,A
2017/6/9,A1709,A1709,0,A
2017/6/12,A1709,A1709,0,A
2017/6/13,A1709,A1709,0,A
2017/6/14,A1709,A1709,0,A
2017/6/15,A1709,A1709,0,A
2017/6/16,A1709,A1709,0,A
2017/6/19,A1709,A1709,0,A
2017/6/20,A1709,A1709,0,A
2017/6/21,A1709,A1709,0,A
2017/6/22,A1709,A1709,0,A
2017/6/23,A1709,A1709,0,A
2017/6/26,A1709,A1709,0,A
2017/6/27,A1709,A1709,0,A
2017/6/28,A1709,A1709,0,A
2017/6/29,A1709,A1709,0,A
2017/6/30,A1709,A1709,0,A
2017/7/3,A1709,A1709,0,A
2017/7/4,A1709,A1709,0,A
2017/7/5,A1709,A1709,0,A
2017/7/6,A1709,A1709,0,A
2017/7/7,A1709,A1709,0,A
2017/7/10,A1709,A1709,0,A
2017/7/11,A1709,A1709,0,A
2017/7/12,A1709,A1709,0,A
2017/7/13,A1709,A1709,0,A
2017/7/14,A1709,A1709,0,A
2017/7/17,A1709,A1709,0,A
2017/7/18,A1709,A1709,0,A
2017/7/19,A1709,A1709,0,A
2017/7/20,A1709,A1709,0,A
2017/7/21,A1709,A1709,0,A
2017/7/24,A1709,A1709,0,A
2017/7/25,A1709,A1709,0,A
2017/7/26,A1709,A1709,0,A
2017/7/27,A1709,A1709,0,A
2017/7/28,A1709,A1709,0,A
2017/7/31,A1709,A1709,0,A
2017/8/1,A1709,A1709,0,A
2017/8/2,A1709,A1709,0,A
2017/8/3,A1709,A1709,0,A
2017/8/4,A1709,A1709,0,A
2017/8/7,A1801,A1709,1,A
2017/8/8,A1801,A1801,0,A
2017/8/9,A1801,A1801,0,A
2017/8/10,A1801,A1801,0,A
2017/8/11,A1801,A1801,0,A
2017/8/14,A1801,A1801,0,A
2017/8/15,A1801,A1801,0,A
2017/8/16,A1801,A1801,0,A
2017/8/17,A1801,A1801,0,A
2017/8/18,A1801,A1801,0,A
2017/8/21,A1801,A1801,0,A
2017/8/22,A1801,A1801,0,A
2017/8/23,A1801,A1801,0,A
2017/8/24,A1801,A1801,0,A
2017/8/25,A1801,A1801,0,A
2017/8/28,A1801,A1801,0,A
2017/8/29,A1801,A1801,0,A
2017/8/30,A1801,A1801,0,A
2017/8/31,A1801,A1801,0,A
2017/9/1,A1801,A1801,0,A
2017/9/4,A1801,A1801,0,A
2017/9/5,A1801,A1801,0,A
2017/9/6,A1801,A1801,0,A
2017/9/7,A1801,A1801,0,A
2017/9/8,A1801,A1801,0,A
2017/9/11,A1801,A1801,0,A
2017/9/12,A1801,A1801,0,A
2017/9/13,A1801,A1801,0,A
2017/9/14,A1801,A1801,0,A
2017/9/15,A1801,A1801,0,A
2017/9/18,A1801,A1801,0,A
2017/9/19,A1801,A1801,0,A
2017/9/20,A1801,A1801,0,A
2017/9/21,A1801,A1801,0,A
2017/9/22,A1801,A1801,0,A
2017/9/25,A1801,A1801,0,A
2017/9/26,A1801,A1801,0,A
2017/9/27,A1801,A1801,0,A
2017/9/28,A1801,A1801,0,A
2017/9/29,A1801,A1801,0,A
2017/10/9,A1801,A1801,0,A
2017/10/10,A1801,A1801,0,A
2017/10/11,A1801,A1801,0,A
2017/10/12,A1801,A1801,0,A
2017/10/13,A1801,A1801,0,A
2017/10/16,A1801,A1801,0,A
2017/10/17,A1801,A1801,0,A
2017/10/18,A1801,A1801,0,A
2017/10/19,A1801,A1801,0,A
2017/10/20,A1801,A1801,0,A
2017/10/23,A1801,A1801,0,A
2017/10/24,A1801,A1801,0,A
2017/10/25,A1801,A1801,0,A
2017/10/26,A1801,A1801,0,A
2017/10/27,A1801,A1801,0,A
2017/10/30,A1801,A1801,0,A
2017/10/31,A1801,A1801,0,A
2017/11/1,A1801,A1801,0,A
2017/11/2,A1801,A1801,0,A
2017/11/3,A1801,A1801,0,A
2017/11/6,A1801,A1801,0,A
2017/11/7,A1801,A1801,0,A
2017/11/8,A1801,A1801,0,A
2017/11/9,A1801,A1801,0,A
2017/11/10,A1801,A1801,0,A
2017/11/13,A1801,A1801,0,A
2017/11/14,A1801,A1801,0,A
2017/11/15,A1801,A1801,0,A
2017/11/16,A1801,A1801,0,A
2017/11/17,A1801,A1801,0,A
2017/11/20,A1801,A1801,0,A
2017/11/21,A1801,A1801,0,A
2017/11/22,A1801,A1801,0,A
2017/11/23,A1801,A1801,0,A
2017/11/24,A1801,A1801,0,A
2017/11/27,A1801,A1801,0,A
2017/11/28,A1801,A1801,0,A
2017/11/29,A1801,A1801,0,A
2017/11/30,A1801,A1801,0,A
2017/12/1,A1801,A1801,0,A
2017/12/4,A1801,A1801,0,A
2017/12/5,A1801,A1801,0,A
2017/12/6,A1801,A1801,0,A
2017/12/7,A1801,A1801,0,A
2017/12/8,A1801,A1801,0,A
2017/12/11,A1805,A1801,1,A
2017/12/12,A1805,A1805,0,A
2017/12/13,A1805,A1805,0,A
2017/12/14,A1805,A1805,0,A
2017/12/15,A1805,A1805,0,A
2017/12/18,A1805,A1805,0,A
2017/12/19,A1805,A1805,0,A
2017/12/20,A1805,A1805,0,A
2017/12/21,A1805,A1805,0,A
2017/12/22,A1805,A1805,0,A
2017/12/25,A1805,A1805,0,A
2017/12/26,A1805,A1805,0,A
2017/12/27,A1805,A1805,0,A
2017/12/28,A1805,A1805,0,A
2017/12/29,A1805,A1805,0,A
2018/1/2,A1805,A1805,0,A
2018/1/3,A1805,A1805,0,A
2018/1/4,A1805,A1805,0,A
2018/1/5,A1805,A1805,0,A
2018/1/8,A1805,A1805,0,A
2018/1/9,A1805,A1805,0,A
2018/1/10,A1805,A1805,0,A
2018/1/11,A1805,A1805,0,A
2018/1/12,A1805,A1805,0,A
2018/1/15,A1805,A1805,0,A
2018/1/16,A1805,A1805,0,A
2018/1/17,A1805,A1805,0,A
2018/1/18,A1805,A1805,0,A
2018/1/19,A1805,A1805,0,A
2018/1/22,A1805,A1805,0,A
2018/1/23,A1805,A1805,0,A
2018/1/24,A1805,A1805,0,A
2018/1/25,A1805,A1805,0,A
2018/1/26,A1805,A1805,0,A
2018/1/29,A1805,A1805,0,A
2018/1/30,A1805,A1805,0,A
2018/1/31,A1805,A1805,0,A
2018/2/1,A1805,A1805,0,A
2018/2/2,A1805,A1805,0,A
2018/2/5,A1805,A1805,0,A
2018/2/6,A1805,A1805,0,A
2018/2/7,A1805,A1805,0,A
2018/2/8,A1805,A1805,0,A
2018/2/9,A1805,A1805,0,A
2018/2/12,A1805,A1805,0,A
2018/2/13,A1805,A1805,0,A
2018/2/14,A1805,A1805,0,A
2018/2/22,A1805,A1805,0,A
2018/2/23,A1805,A1805,0,A
2018/2/26,A1805,A1805,0,A
2018/2/27,A1805,A1805,0,A
2018/2/28,A1805,A1805,0,A
2018/3/1,A1805,A1805,0,A
2018/3/2,A1805,A1805,0,A
2018/3/5,A1805,A1805,0,A
2018/3/6,A1805,A1805,0,A
2018/3/7,A1805,A1805,0,A
2018/3/8,A1805,A1805,0,A
2018/3/9,A1805,A1805,0,A
2018/3/12,A1805,A1805,0,A
2018/3/13,A1805,A1805,0,A
2018/3/14,A1805,A1805,0,A
2018/3/15,A1805,A1805,0,A
2018/3/16,A1805,A1805,0,A
2018/3/19,A1805,A1805,0,A
2018/3/20,A1805,A1805,0,A
2018/3/21,A1805,A1805,0,A
2018/3/22,A1805,A1805,0,A
2018/3/23,A1805,A1805,0,A
2018/3/26,A1805,A1805,0,A
2018/3/27,A1805,A1805,0,A
2018/3/28,A1805,A1805,0,A
2018/3/29,A1805,A1805,0,A
2018/3/30,A1805,A1805,0,A
2018/4/2,A1805,A1805,0,A
2018/4/3,A1805,A1805,0,A
2018/4/4,A1805,A1805,0,A
2018/4/9,A1809,A1805,1,A
2018/4/10,A1809,A1809,0,A
2018/4/11,A1809,A1809,0,A
2018/4/12,A1809,A1809,0,A
2018/4/13,A1809,A1809,0,A
2018/4/16,A1809,A1809,0,A
2018/4/17,A1809,A1809,0,A
2018/4/18,A1809,A1809,0,A
2018/4/19,A1809,A1809,0,A
2018/4/20,A1809,A1809,0,A
2018/4/23,A1809,A1809,0,A
2018/4/24,A1809,A1809,0,A
2018/4/25,A1809,A1809,0,A
2018/4/26,A1809,A1809,0,A
2018/4/27,A1809,A1809,0,A
2018/5/2,A1809,A1809,0,A
2018/5/3,A1809,A1809,0,A
2018/5/4,A1809,A1809,0,A
2018/5/7,A1809,A1809,0,A
2018/5/8,A1809,A1809,0,A
2018/5/9,A1809,A1809,0,A
2018/5/10,A1809,A1809,0,A
2018/5/11,A1809,A1809,0,A
2018/5/14,A1809,A1809,0,A
2018/5/15,A1809,A1809,0,A
2018/5/16,A1809,A1809,0,A
2018/5/17,A1809,A1809,0,A
2018/5/18,A1809,A1809,0,A
2018/5/21,A1809,A1809,0,A
2018/5/22,A1809,A1809,0,A
2018/5/23,A1809,A1809,0,A
2018/5/24,A1809,A1809,0,A
2018/5/25,A1809,A1809,0,A
2018/5/28,A1809,A1809,0,A
2018/5/29,A1809,A1809,0,A
2018/5/30,A1809,A1809,0,A
2018/5/31,A1809,A1809,0,A
2018/6/1,A1809,A1809,0,A
2018/6/4,A1809,A1809,0,A
2018/6/5,A1809,A1809,0,A
2018/6/6,A1809,A1809,0,A
2018/6/7,A1809,A1809,0,A
2018/6/8,A1809,A1809,0,A
2018/6/11,A1809,A1809,0,A
2018/6/12,A1809,A1809,0,A
2018/6/13,A1809,A1809,0,A
2018/6/14,A1809,A1809,0,A
2018/6/15,A1809,A1809,0,A
2018/6/19,A1809,A1809,0,A
2018/6/20,A1809,A1809,0,A
2018/6/21,A1809,A1809,0,A
2018/6/22,A1809,A1809,0,A
2018/6/25,A1809,A1809,0,A
2018/6/26,A1809,A1809,0,A
2018/6/27,A1809,A1809,0,A
2018/6/28,A1809,A1809,0,A
2018/6/29,A1809,A1809,0,A
2018/7/2,A1809,A1809,0,A
2018/7/3,A1809,A1809,0,A
2018/7/4,A1809,A1809,0,A
2018/7/5,A1809,A1809,0,A
2018/7/6,A1809,A1809,0,A
2018/7/9,A1809,A1809,0,A
2018/7/10,A1809,A1809,0,A
2018/7/11,A1809,A1809,0,A
2018/7/12,A1809,A1809,0,A
2018/7/13,A1809,A1809,0,A
2018/7/16,A1809,A1809,0,A
2018/7/17,A1809,A1809,0,A
2018/7/18,A1809,A1809,0,A
2018/7/19,A1809,A1809,0,A
2018/7/20,A1809,A1809,0,A
2018/7/23,A1809,A1809,0,A
2018/7/24,A1809,A1809,0,A
2018/7/25,A1809,A1809,0,A
2018/7/26,A1809,A1809,0,A
2018/7/27,A1809,A1809,0,A
2018/7/30,A1809,A1809,0,A
2018/7/31,A1809,A1809,0,A
2018/8/1,A1901,A1809,1,A
2018/8/2,A1901,A1901,0,A
2018/8/3,A1901,A1901,0,A
2018/8/6,A1901,A1901,0,A
2018/8/7,A1901,A1901,0,A
2018/8/8,A1901,A1901,0,A
2018/8/9,A1901,A1901,0,A
2018/8/10,A1901,A1901,0,A
2018/8/13,A1901,A1901,0,A
2018/8/14,A1901,A1901,0,A
2018/8/15,A1901,A1901,0,A
2018/8/16,A1901,A1901,0,A
2018/8/17,A1901,A1901,0,A
2018/8/20,A1901,A1901,0,A
2018/8/21,A1901,A1901,0,A
2018/8/22,A1901,A1901,0,A
2018/8/23,A1901,A1901,0,A
2018/8/24,A1901,A1901,0,A
2018/8/27,A1901,A1901,0,A
2018/8/28,A1901,A1901,0,A
2018/8/29,A1901,A1901,0,A
2018/8/30,A1901,A1901,0,A
2018/8/31,A1901,A1901,0,A
2018/9/3,A1901,A1901,0,A
2018/9/4,A1901,A1901,0,A
2018/9/5,A1901,A1901,0,A
2018/9/6,A1901,A1901,0,A
2018/9/7,A1901,A1901,0,A
2018/9/10,A1901,A1901,0,A
2018/9/11,A1901,A1901,0,A
2018/9/12,A1901,A1901,0,A
2018/9/13,A1901,A1901,0,A
2018/9/14,A1901,A1901,0,A
2018/9/17,A1901,A1901,0,A
2018/9/18,A1901,A1901,0,A
2018/9/19,A1901,A1901,0,A
2018/9/20,A1901,A1901,0,A
2018/9/21,A1901,A1901,0,A
2018/9/25,A1901,A1901,0,A
2018/9/26,A1901,A1901,0,A
2018/9/27,A1901,A1901,0,A
2018/9/28,A1901,A1901,0,A
2018/10/8,A1901,A1901,0,A
2018/10/9,A1901,A1901,0,A
2018/10/10,A1901,A1901,0,A
2018/10/11,A1901,A1901,0,A
2018/10/12,A1901,A1901,0,A
2018/10/15,A1901,A1901,0,A
2018/10/16,A1901,A1901,0,A
2018/10/17,A1901,A1901,0,A
2018/10/18,A1901,A1901,0,A
2018/10/19,A1901,A1901,0,A
2018/10/22,A1901,A1901,0,A
2018/10/23,A1901,A1901,0,A
2018/10/24,A1901,A1901,0,A
2018/10/25,A1901,A1901,0,A
2018/10/26,A1901,A1901,0,A
2018/10/29,A1901,A1901,0,A
2018/10/30,A1901,A1901,0,A
2018/10/31,A1901,A1901,0,A
2018/11/1,A1901,A1901,0,A
2018/11/2,A1901,A1901,0,A
2018/11/5,A1901,A1901,0,A
2018/11/6,A1901,A1901,0,A
2018/11/7,A1901,A1901,0,A
2018/11/8,A1901,A1901,0,A
2018/11/9,A1901,A1901,0,A
2018/11/12,A1901,A1901,0,A
2018/11/13,A1901,A1901,0,A
2018/11/14,A1901,A1901,0,A
2018/11/15,A1901,A1901,0,A
2018/11/16,A1901,A1901,0,A
2018/11/19,A1901,A1901,0,A
2018/11/20,A1901,A1901,0,A
2018/11/21,A1901,A1901,0,A
2018/11/22,A1901,A1901,0,A
2018/11/23,A1901,A1901,0,A
2018/11/26,A1901,A1901,0,A
2018/11/27,A1901,A1901,0,A
2018/11/28,A1901,A1901,0,A
2018/11/29,A1901,A1901,0,A
2018/11/30,A1901,A1901,0,A
2018/12/3,A1901,A1901,0,A
2018/12/4,A1901,A1901,0,A
2018/12/5,A1901,A1901,0,A
2018/12/6,A1901,A1901,0,A
2018/12/7,A1901,A1901,0,A
2018/12/10,A1901,A1901,0,A
2018/12/11,A1901,A1901,0,A
2018/12/12,A1901,A1901,0,A
2018/12/13,A1901,A1901,0,A
2018/12/14,A1901,A1901,0,A
2018/12/17,A1901,A1901,0,A
2018/12/18,A1901,A1901,0,A
2018/12/19,A1901,A1901,0,A
2018/12/20,A1901,A1901,0,A
2018/12/21,A1905,A1901,1,A
2018/12/24,A1905,A1905,0,A
2018/12/25,A1905,A1905,0,A
2018/12/26,A1905,A1905,0,A
2018/12/27,A1905,A1905,0,A
2018/12/28,A1905,A1905,0,A
2019/1/2,A1905,A1905,0,A
2019/1/3,A1905,A1905,0,A
2019/1/4,A1905,A1905,0,A
2019/1/7,A1905,A1905,0,A
2019/1/8,A1905,A1905,0,A
