,datetime,open,high,low,close,trade_price,trade_time,pred_sig,signal,pos,profit,cost,signal_class,trend_pct,revers_pct,balance,profit_cost,pnl_cost
0,2020-05-06 14:00:00,9995.0,10345.0,9990.0,10300.0,0,0,0.0,0.0,0.0,0.0,2.3442171811082186,0,0,0,1000000.0,-2.3442171811082186,0.9999976557828189
1,2020-05-06 21:00:00,10250.0,10380.0,10225.0,10330.0,[],[],0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0.9999976557828189
2,2020-05-06 22:00:00,10330.0,10435.0,10290.0,10430.0,[],[],0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0.9999976557828189
3,2020-05-07 09:00:00,10425.0,10470.0,10355.0,10425.0,[],[],0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0.9999976557828189
4,2020-05-07 10:00:00,10425.0,10475.0,10395.0,10430.0,[],[],0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0.9999976557828189
5,2020-05-07 11:00:00,10430.0,10450.0,10370.0,10425.0,[],[],0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0.9999976557828189
6,2020-05-07 13:00:00,10405.0,10450.0,10395.0,10440.0,[],[],-1.0,-1.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0.9999976557828189
7,2020-05-07 14:00:00,10440.0,10450.0,10365.0,10380.0,[10440.0],['2020-05-07 14:00:00'],-1.0,0.0,-9.578544061302683,5747.126436781609,22.781337446427163,0,0,0,1005724.3450993352,5724.345099335183,1.0057220008821541
8,2020-05-07 21:00:00,10405.0,10485.0,10365.0,10400.0,[],[],0.0,0.0,-9.578544061302683,-1915.7088122605364,0.0,0,0,0,1003808.6362870747,-1915.7088122605364,1.0038062920698936
9,2020-05-07 22:00:00,10400.0,10405.0,10310.0,10315.0,[],[],-1.0,0.0,-9.578544061302683,8141.762452107281,0.0,0,0,0,1011950.3987391819,8141.762452107281,1.0119480545220008
10,2020-05-08 09:00:00,10315.0,10370.0,10265.0,10305.0,[],[],-1.0,0.0,-9.578544061302683,957.8544061302682,0.0,0,0,0,1012908.2531453122,957.8544061302682,1.0129059089281311
11,2020-05-08 10:00:00,10305.0,10335.0,10295.0,10325.0,[],[],1.0,1.0,-9.578544061302683,-1915.7088122605364,0.0,0,0,0,1010992.5443330517,-1915.7088122605364,1.0109902001158706
12,2020-05-08 11:00:00,10325.0,10345.0,10320.0,10345.0,"[10325.0, 10325.0]","['2020-05-08 11:00:00', '2020-05-08 11:00:00']",1.0,0.0,9.685230024213075,1937.046004842615,45.518780215693575,0,0,0,1012884.0715576786,1891.5272246269215,1.0128817273404975
13,2020-05-08 13:00:00,10345.0,10355.0,10320.0,10345.0,[],[],-1.0,-1.0,9.685230024213075,0.0,0.0,0,0,0,1012884.0715576786,0.0,1.0128817273404975
14,2020-05-08 14:00:00,10340.0,10410.0,10320.0,10345.0,"[10345.0, 10345.0]","['2020-05-08 14:00:00', '2020-05-08 14:00:00']",1.0,1.0,-9.666505558240697,0.0,45.540791231271754,0,0,0,1012838.5307664473,-45.540791231271754,1.012836186549266
15,2020-05-08 21:00:00,10345.0,10390.0,10315.0,10360.0,"[10345.0, 10345.0]","['2020-05-08 21:00:00', '2020-05-08 21:00:00']",1.0,0.0,9.666505558240697,1449.9758337361047,45.562759713486514,0,0,0,1014242.9438404699,1404.4130740226183,1.0142405996232888
16,2020-05-08 22:00:00,10360.0,10370.0,10285.0,10310.0,[],[],1.0,0.0,9.666505558240697,-4833.252779120348,0.0,0,0,0,1009409.6910613496,-4833.252779120348,1.0094073468441684
17,2020-05-11 09:00:00,10340.0,10465.0,10340.0,10385.0,[],[],0.0,0.0,9.666505558240697,7249.8791686805225,0.0,0,0,0,1016659.5702300301,7249.8791686805225,1.016657226012849
18,2020-05-11 10:00:00,10385.0,10410.0,10360.0,10390.0,[],[],1.0,0.0,9.666505558240697,483.3252779120349,0.0,0,0,0,1017142.8955079422,483.3252779120349,1.017140551290761
19,2020-05-11 11:00:00,10390.0,10400.0,10315.0,10320.0,[],[],1.0,0.0,9.666505558240697,-6766.553890768488,0.0,0,0,0,1010376.3416171737,-6766.553890768488,1.0103739973999926
20,2020-05-11 13:00:00,10325.0,10350.0,10305.0,10325.0,[],[],1.0,0.0,9.666505558240697,483.3252779120349,0.0,0,0,0,1010859.6668950858,483.3252779120349,1.0108573226779045
21,2020-05-11 14:00:00,10325.0,10345.0,10275.0,10335.0,[],[],1.0,0.0,9.666505558240697,966.6505558240698,0.0,0,0,0,1011826.3174509099,966.6505558240698,1.0118239732337286
22,2020-05-11 21:00:00,10310.0,10395.0,10290.0,10365.0,[],[],-1.0,-1.0,9.666505558240697,2899.9516674722095,0.0,0,0,0,1014726.2691183821,2899.9516674722095,1.0147239249012008
23,2020-05-11 22:00:00,10365.0,10400.0,10325.0,10375.0,"[10365.0, 10365.0]","['2020-05-11 22:00:00', '2020-05-11 22:00:00']",-1.0,0.0,-9.64785335262904,-964.785335262904,45.54072755427395,0,0,0,1013715.943055565,-1010.326062817178,1.0137135988383836
24,2020-05-12 09:00:00,10360.0,10440.0,10300.0,10340.0,[],[],-1.0,0.0,-9.64785335262904,3376.748673420164,0.0,0,0,0,1017092.6917289852,3376.748673420164,1.0170903475118038
25,2020-05-12 10:00:00,10340.0,10345.0,10190.0,10205.0,[],[],1.0,1.0,-9.64785335262904,13024.602026049204,0.0,0,0,0,1030117.2937550343,13024.602026049204,1.030114949537853
26,2020-05-12 11:00:00,10210.0,10340.0,10210.0,10280.0,"[10220.0, 10220.0]","['2020-05-12 11:01:00', '2020-05-12 11:01:00']",-1.0,-1.0,9.784735812133073,4423.663484385488,45.51878021569356,0,0,0,1034495.4384592042,4378.144704169795,1.0344930942420227
27,2020-05-12 13:00:00,10285.0,10315.0,10280.0,10295.0,"[10305.0, 10305.0]","['2020-05-12 13:31:00', '2020-05-12 13:31:00']",-1.0,0.0,-9.70402717127608,3416.586670160876,45.49668372044324,0,0,0,1037866.5284456445,3371.0899864404328,1.0378641842284633
28,2020-05-12 14:00:00,10295.0,10300.0,10220.0,10235.0,[],[],-1.0,0.0,-9.70402717127608,5822.416302765649,0.0,0,0,0,1043688.9447484101,5822.416302765649,1.0436866005312289
29,2020-05-12 21:00:00,10265.0,10315.0,10250.0,10285.0,[],[],-1.0,0.0,-9.70402717127608,-4852.01358563804,0.0,0,0,0,1038836.9311627721,-4852.01358563804,1.0388345869455908
30,2020-05-12 22:00:00,10285.0,10285.0,10195.0,10235.0,[],[],-1.0,0.0,-9.70402717127608,4852.01358563804,0.0,0,0,0,1043688.9447484101,4852.01358563804,1.0436866005312289
31,2020-05-13 09:00:00,10210.0,10230.0,10080.0,10115.0,[],[],1.0,1.0,-9.70402717127608,11644.832605531297,0.0,0,0,0,1055333.7773539415,11644.832605531297,1.0553314331367603
32,2020-05-13 10:00:00,10115.0,10200.0,10085.0,10175.0,"[10115.0, 10115.0]","['2020-05-13 10:00:00', '2020-05-13 10:00:00']",1.0,0.0,9.886307464162135,5931.78447849728,45.49642325095109,0,0,0,1061220.0654091877,5886.288055246329,1.0612177211920066
33,2020-05-13 11:00:00,10175.0,10230.0,10170.0,10225.0,[],[],1.0,0.0,9.886307464162135,4943.153732081068,0.0,0,0,0,1066163.2191412689,4943.153732081068,1.0661608749240876
34,2020-05-13 13:00:00,10220.0,10230.0,10170.0,10175.0,[],[],1.0,0.0,9.886307464162135,-4943.153732081068,0.0,0,0,0,1061220.0654091877,-4943.153732081068,1.0612177211920066
35,2020-05-13 14:00:00,10180.0,10265.0,10170.0,10245.0,[],[],1.0,0.0,9.886307464162135,6920.415224913495,0.0,0,0,0,1068140.4806341012,6920.415224913495,1.06813813641692
36,2020-05-13 21:00:00,10255.0,10280.0,10200.0,10225.0,[],[],-1.0,-1.0,9.886307464162135,-1977.261492832427,0.0,0,0,0,1066163.2191412689,-1977.261492832427,1.0661608749240876
37,2020-05-13 22:00:00,10230.0,10245.0,10190.0,10215.0,"[10225.0, 10225.0]","['2020-05-13 22:00:00', '2020-05-13 22:00:00']",-1.0,0.0,-9.7799511002445,977.99511002445,45.56338460590983,0,0,0,1067095.6508666875,932.4317254185402,1.067093306649506
38,2020-05-14 09:00:00,10210.0,10215.0,10100.0,10140.0,[],[],1.0,1.0,-9.7799511002445,7334.963325183375,0.0,0,0,0,1074430.614191871,7334.963325183375,1.0744282699746894
39,2020-05-14 10:00:00,10140.0,10170.0,10120.0,10140.0,"[10140.0, 10140.0]","['2020-05-14 10:00:00', '2020-05-14 10:00:00']",1.0,0.0,9.861932938856016,0.0,45.54123644668305,0,0,0,1074385.0729554242,-45.54123644668305,1.0743827287382428
40,2020-05-14 11:00:00,10140.0,10165.0,10115.0,10140.0,[],[],1.0,0.0,9.861932938856016,0.0,0.0,0,0,0,1074385.0729554242,0.0,1.0743827287382428
41,2020-05-14 13:00:00,10130.0,10140.0,10100.0,10115.0,[],[],1.0,0.0,9.861932938856016,-2465.483234714004,0.0,0,0,0,1071919.5897207102,-2465.483234714004,1.0719172455035288
42,2020-05-14 14:00:00,10115.0,10150.0,10090.0,10140.0,[],[],1.0,0.0,9.861932938856016,2465.483234714004,0.0,0,0,0,1074385.0729554242,2465.483234714004,1.0743827287382428
43,2020-05-14 21:00:00,10130.0,10175.0,10115.0,10125.0,[],[],1.0,0.0,9.861932938856016,-1479.2899408284025,0.0,0,0,0,1072905.7830145957,-1479.2899408284025,1.0729034387974143
44,2020-05-14 22:00:00,10125.0,10170.0,10115.0,10170.0,[],[],1.0,0.0,9.861932938856016,4437.869822485208,0.0,0,0,0,1077343.6528370809,4437.869822485208,1.0773413086198997
45,2020-05-15 09:00:00,10195.0,10260.0,10190.0,10230.0,[],[],0.0,0.0,9.861932938856016,5917.15976331361,0.0,0,0,0,1083260.8126003945,5917.15976331361,1.0832584683832132
46,2020-05-15 10:00:00,10230.0,10295.0,10215.0,10285.0,[],[],0.0,0.0,9.861932938856016,5424.0631163708085,0.0,0,0,0,1088684.8757167652,5424.0631163708085,1.088682531499584
47,2020-05-15 11:00:00,10280.0,10285.0,10255.0,10280.0,[],[],0.0,0.0,9.861932938856016,-493.0966469428008,0.0,0,0,0,1088191.7790698223,-493.0966469428008,1.0881894348526413
48,2020-05-15 13:00:00,10280.0,10330.0,10265.0,10330.0,[],[],0.0,0.0,9.861932938856016,4930.966469428008,0.0,0,0,0,1093122.7455392503,4930.966469428008,1.0931204013220692
49,2020-05-15 14:00:00,10330.0,10355.0,10275.0,10295.0,[],[],0.0,0.0,9.861932938856016,-3451.6765285996057,0.0,0,0,0,1089671.0690106507,-3451.6765285996057,1.0896687247934698
50,2020-05-15 21:00:00,10295.0,10340.0,10270.0,10320.0,[],[],0.0,0.0,9.861932938856016,2465.483234714004,0.0,0,0,0,1092136.5522453648,2465.483234714004,1.0921342080281837
51,2020-05-15 22:00:00,10320.0,10330.0,10220.0,10230.0,[],[],0.0,0.0,9.861932938856016,-8875.739644970416,0.0,0,0,0,1083260.8126003942,-8875.739644970416,1.0832584683832132
52,2020-05-18 09:00:00,10300.0,10365.0,10245.0,10255.0,[],[],-1.0,-1.0,9.861932938856016,2465.483234714004,0.0,0,0,0,1085726.2958351083,2465.483234714004,1.0857239516179273
53,2020-05-18 10:00:00,10255.0,10290.0,10235.0,10245.0,"[10255.0, 10255.0]","['2020-05-18 10:00:00', '2020-05-18 10:00:00']",1.0,1.0,-9.751340809361286,975.1340809361286,45.51878021569356,0,0,0,1086655.9111358288,929.615300720435,1.0866535669186477
54,2020-05-18 11:00:00,10245.0,10255.0,10175.0,10230.0,"[10245.0, 10245.0]","['2020-05-18 11:00:00', '2020-05-18 11:00:00']",1.0,0.0,9.760858955588091,-1464.1288433382135,45.51878021569356,0,0,0,1085146.263512275,-1509.6476235539071,1.0851439192950938
55,2020-05-18 13:00:00,10235.0,10265.0,10230.0,10260.0,[],[],1.0,0.0,9.760858955588091,2928.257686676427,0.0,0,0,0,1088074.5211989514,2928.257686676427,1.0880721769817703
56,2020-05-18 14:00:00,10260.0,10280.0,10225.0,10245.0,[],[],1.0,0.0,9.760858955588091,-1464.1288433382135,0.0,0,0,0,1086610.3923556132,-1464.1288433382135,1.086608048138432
57,2020-05-18 21:00:00,10260.0,10380.0,10255.0,10315.0,[],[],0.0,0.0,9.760858955588091,6832.601268911663,0.0,0,0,0,1093442.993624525,6832.601268911663,1.0934406494073436
58,2020-05-18 22:00:00,10310.0,10350.0,10300.0,10340.0,[],[],0.0,0.0,9.760858955588091,2440.214738897023,0.0,0,0,0,1095883.208363422,2440.214738897023,1.0958808641462408
59,2020-05-19 09:00:00,10360.0,10530.0,10360.0,10405.0,[],[],0.0,0.0,9.760858955588091,6344.558321132259,0.0,0,0,0,1102227.7666845543,6344.558321132259,1.1022254224673729
60,2020-05-19 10:00:00,10405.0,10460.0,10310.0,10340.0,[],[],0.0,0.0,9.760858955588091,-6344.558321132259,0.0,0,0,0,1095883.208363422,-6344.558321132259,1.0958808641462408
61,2020-05-19 11:00:00,10345.0,10350.0,10310.0,10320.0,[],[],0.0,0.0,9.760858955588091,-1952.1717911176183,0.0,0,0,0,1093931.0365723043,-1952.1717911176183,1.093928692355123
62,2020-05-19 13:00:00,10335.0,10350.0,10310.0,10330.0,[],[],-1.0,-1.0,9.760858955588091,976.0858955588092,0.0,0,0,0,1094907.1224678631,976.0858955588092,1.0949047782506818
63,2020-05-19 14:00:00,10335.0,10365.0,10300.0,10330.0,"[10330.0, 10330.0]","['2020-05-19 14:00:00', '2020-05-19 14:00:00']",-1.0,0.0,-9.68054211035818,0.0,45.58497330374353,0,0,0,1094861.5374945593,-45.58497330374353,1.0948591932773781
64,2020-05-19 21:00:00,10330.0,10415.0,10320.0,10390.0,[],[],-1.0,0.0,-9.68054211035818,-5808.325266214908,0.0,0,0,0,1089053.2122283443,-5808.325266214908,1.0890508680111632
65,2020-05-19 22:00:00,10390.0,10400.0,10355.0,10395.0,[],[],1.0,1.0,-9.68054211035818,-484.02710551790904,0.0,0,0,0,1088569.1851228264,-484.02710551790904,1.0885668409056453
66,2020-05-20 09:00:00,10390.0,10460.0,10390.0,10460.0,"[10405.0, 10405.0]","['2020-05-20 09:01:00', '2020-05-20 09:01:00']",0.0,0.0,9.610764055742433,4317.86601962252,45.60598094407612,0,0,0,1092841.4451615047,4272.260038678444,1.0928391009443237
67,2020-05-20 10:00:00,10460.0,10465.0,10415.0,10455.0,[],[],0.0,0.0,9.610764055742433,-480.5382027871217,0.0,0,0,0,1092360.9069587176,-480.5382027871217,1.0923585627415366
68,2020-05-20 11:00:00,10455.0,10480.0,10415.0,10455.0,[],[],-1.0,-1.0,9.610764055742433,0.0,0.0,0,0,0,1092360.9069587176,0.0,1.0923585627415366
69,2020-05-20 13:00:00,10475.0,10485.0,10415.0,10425.0,"[10470.0, 10470.0]","['2020-05-20 13:31:00', '2020-05-20 13:31:00']",-1.0,0.0,-9.551098376313275,5739.608877702339,45.54062224074908,0,0,0,1098054.9752141791,5694.06825546159,1.0980526309969982
70,2020-05-20 14:00:00,10420.0,10440.0,10400.0,10420.0,[],[],-1.0,0.0,-9.551098376313275,477.55491881566377,0.0,0,0,0,1098532.5301329948,477.55491881566377,1.0985301859158139
71,2020-05-20 21:00:00,10450.0,10500.0,10450.0,10470.0,[],[],0.0,0.0,-9.551098376313275,-4775.549188156638,0.0,0,0,0,1093756.9809448381,-4775.549188156638,1.0937546367276572
72,2020-05-20 22:00:00,10470.0,10490.0,10405.0,10425.0,[],[],0.0,0.0,-9.551098376313275,4297.994269340974,0.0,0,0,0,1098054.9752141791,4297.994269340974,1.0980526309969982
73,2020-05-21 09:00:00,10490.0,10580.0,10440.0,10445.0,[],[],0.0,0.0,-9.551098376313275,-1910.219675262655,0.0,0,0,0,1096144.7555389164,-1910.219675262655,1.0961424113217355
74,2020-05-21 10:00:00,10440.0,10470.0,10415.0,10460.0,[],[],-1.0,0.0,-9.551098376313275,-1432.6647564469913,0.0,0,0,0,1094712.0907824694,-1432.6647564469913,1.0947097465652886
75,2020-05-21 11:00:00,10460.0,10460.0,10430.0,10440.0,[],[],-1.0,0.0,-9.551098376313275,1910.219675262655,0.0,0,0,0,1096622.310457732,1910.219675262655,1.0966199662405511
76,2020-05-21 13:00:00,10450.0,10455.0,10370.0,10380.0,[],[],1.0,1.0,-9.551098376313275,5730.659025787965,0.0,0,0,0,1102352.9694835201,5730.659025787965,1.102350625266339
77,2020-05-21 14:00:00,10380.0,10435.0,10360.0,10435.0,"[10380.0, 10380.0]","['2020-05-21 14:00:00', '2020-05-21 14:00:00']",-1.0,-1.0,9.633911368015415,5298.651252408479,45.540601299210195,0,0,0,1107606.0801346295,5253.110651109269,1.1076037359174484
78,2020-05-21 21:00:00,10435.0,10445.0,10405.0,10425.0,"[10435.0, 10435.0]","['2020-05-21 21:00:00', '2020-05-21 21:00:00']",1.0,1.0,-9.583133684714902,958.3133684714902,45.496959132176926,0,0,0,1108518.896543969,912.8164093393133,1.1085165523267877
79,2020-05-21 22:00:00,10420.0,10430.0,10220.0,10265.0,"[10425.0, 10425.0]","['2020-05-21 22:00:00', '2020-05-21 22:00:00']",1.0,0.0,9.59232613908873,-15347.721822541967,45.49661917371903,0,0,0,1093125.6781022532,-15393.218441715686,1.093123333885072
80,2020-05-22 09:00:00,10265.0,10290.0,10170.0,10210.0,[],[],1.0,0.0,9.59232613908873,-5275.779376498802,0.0,0,0,0,1087849.8987257543,-5275.779376498802,1.0878475545085733
81,2020-05-22 10:00:00,10210.0,10240.0,10165.0,10195.0,[],[],1.0,0.0,9.59232613908873,-1438.8489208633096,0.0,0,0,0,1086411.049804891,-1438.8489208633096,1.08640870558771
82,2020-05-22 11:00:00,10195.0,10225.0,10170.0,10180.0,[],[],1.0,0.0,9.59232613908873,-1438.8489208633096,0.0,0,0,0,1084972.2008840276,-1438.8489208633096,1.0849698566668466
83,2020-05-22 13:00:00,10165.0,10210.0,10130.0,10195.0,[],[],1.0,0.0,9.59232613908873,1438.8489208633096,0.0,0,0,0,1086411.049804891,1438.8489208633096,1.08640870558771
84,2020-05-22 14:00:00,10195.0,10230.0,10175.0,10190.0,[],[],1.0,0.0,9.59232613908873,-479.6163069544365,0.0,0,0,0,1085931.4334979365,-479.6163069544365,1.0859290892807556
85,2020-05-22 21:00:00,10220.0,10250.0,10200.0,10215.0,[],[],1.0,0.0,9.59232613908873,2398.0815347721823,0.0,0,0,0,1088329.5150327086,2398.0815347721823,1.0883271708155278
86,2020-05-22 22:00:00,10215.0,10255.0,10185.0,10220.0,[],[],1.0,0.0,9.59232613908873,479.6163069544365,0.0,0,0,0,1088809.1313396632,479.6163069544365,1.0888067871224822
87,2020-05-25 09:00:00,10250.0,10270.0,10170.0,10235.0,[],[],1.0,0.0,9.59232613908873,1438.8489208633096,0.0,0,0,0,1090247.9802605265,1438.8489208633096,1.0902456360433455
88,2020-05-25 10:00:00,10235.0,10280.0,10235.0,10265.0,[],[],1.0,0.0,9.59232613908873,2877.697841726619,0.0,0,0,0,1093125.6781022532,2877.697841726619,1.093123333885072
89,2020-05-25 11:00:00,10265.0,10280.0,10250.0,10265.0,[],[],-1.0,-1.0,9.59232613908873,0.0,0.0,0,0,0,1093125.6781022532,0.0,1.093123333885072
90,2020-05-25 13:00:00,10265.0,10275.0,10215.0,10230.0,"[10270.0, 10270.0]","['2020-05-25 13:31:00', '2020-05-25 13:31:00']",-1.0,0.0,-9.737098344693282,4374.455644831749,45.4965433909668,0,0,0,1097454.637203694,4328.959101440782,1.097452292986513
