,train,val,test
总收益率,1.297573084047814,0.22958468160114287,0.08777925526303876
胜率,0.583463687150838,0.5431738623103851,0.5391095066185319
总盈亏比,1.892027102067792,1.3459516705220875,1.2389199338684487
平均盈亏比,1.3478247452493652,1.123313048330464,1.0536350330443727
收益回撤比,30.067591580198172,9.57720153293122,6.537149458423671
年化收益率,0.5591666773051382,0.2327733577344921,0.18101371848027767
夏普比率,8.181010229479437,3.398698369899171,2.946665825118632
百分比最大回撤,-0.018596989247166462,-0.02430494512766601,-0.027690007645002845
交易频率,0.14285500000000004,0.13900333333333334,0.12392749999999998
