datetime,pnl_cost_M,pnl_cost_PP,pnl_cost_JD,pnl_cost_OI,pnl_cost_SF,pnl_cost_V,pnl_cost_Y,pnl_cost_L,pnl_cost_RU,pnl_cost_AP,pnl_cost_JM,pnl_cost_RM,pnl_cost_total
2017-01-03 14:00:00,0.9999987536163337,0.9999988877093408,0.9999974180465,0.9999986387346483,0.999997994326923,0.9999990660334347,0.9999980951741186,0.9999987493117818,0.9999958213759762,1.0,0.9999931085635,0.9999987583398646,0.9999979409360352
2017-01-03 21:00:00,0.9999987536163337,0.9999988877093408,0.9999974180465,0.9999986387346483,0.999997994326923,0.9999990660334347,0.9999980951741186,0.9999987493117818,0.9999958213759762,1.0,0.9999931085635,0.9999987583398646,0.9999979409360352
2017-01-03 22:00:00,0.9999987536163337,0.9999988877093408,0.9999974180465,0.9999986387346483,0.999997994326923,0.9999990660334347,0.9999980951741186,0.9999987493117818,0.9999958213759762,1.0,0.9999931085635,0.9999987583398646,0.9999979409360352
2017-01-03 23:00:00,0.9999987536163337,0.9999988877093408,0.9999974180465,0.9999986387346483,0.999997994326923,0.9999990660334347,0.9999980951741186,0.9999987493117818,0.9999958213759762,1.0,0.9999931085635,0.9999987583398646,0.9999979409360352
2017-01-04 09:00:00,1.0003144429593194,0.9999988877093408,1.0126192209690292,0.9861412678833918,0.9999162635576923,1.0183934981135319,0.9999980951741186,0.9885739851004461,1.0226506893833933,1.0,0.9936410126983315,0.9999442278113018,1.0018492992799914
2017-01-04 10:00:00,1.0057237469622042,0.9999988877093408,1.017728008401441,0.9892164705672051,0.9999162635576923,1.0109301255864696,0.9999980951741186,0.9857607152045855,1.0329488825309838,1.0,1.0110517269840458,1.0082848775040147,1.0051298166818419
2017-01-04 11:00:00,1.0082480888302172,0.9999988877093408,1.0351768652004782,0.9967646953365649,0.9999162635576923,1.0117524940075222,0.9999980951741186,0.9815960037438776,1.0525183541552499,1.0,0.9953942865630876,1.013552656257307,1.007909724211288
2017-01-04 13:00:00,1.0077948638611598,0.9999988877093408,1.0363818638250042,0.9950873120544849,0.9999162635576923,1.0117524940075222,0.9999980951741186,0.9862232531012041,1.0550344290783698,1.0,1.0068733152606595,1.013871259892938,1.0094110031268746
2017-01-04 14:00:00,1.0081527736678886,0.9999988877093408,1.0331513205063552,0.9967646953365649,0.9999162635576923,1.0092853887443642,0.9999980951741186,0.9887939471886076,1.0586687595228765,1.0,1.0055488119494012,1.0121381576399051,1.0093680917497594
2017-01-04 21:00:00,1.0092265030880747,0.9999988877093408,1.0331513205063552,0.9956464398151782,0.9999162635576923,1.0092853887443642,0.9999980951741186,0.9887939471886076,1.0567118123604498,1.0,1.0033413064306373,1.0130047087664216,1.00908955611177
2017-01-04 22:00:00,1.0074369540544312,0.9999988877093408,1.0331513205063552,0.9970442592169115,0.9999162635576923,1.0092853887443642,0.9999980951741186,0.9887939471886076,1.0530774819159432,1.0,1.0024583042231319,1.0104050553868722,1.008463829806481
2017-01-04 23:00:00,1.0070790442477024,0.9999988877093408,1.0331513205063552,1.000678589661418,0.9999162635576923,1.0092853887443642,0.9999980951741186,0.9887939471886076,1.0530774819159432,1.0,0.9976017920818514,1.0108383309501303,1.0083682618114604
2017-01-05 09:00:00,1.0042157657938728,0.9999988877093408,1.0340323777750777,0.9992807702596848,0.9999162635576923,1.0117524940075222,0.9999980951741186,0.9944494741808956,1.0764094005710403,1.0,1.0028998053268845,1.0121381576399051,1.011257624333003
2017-01-05 10:00:00,1.0045736756006016,0.9999988877093408,1.0313892059689103,0.9978437851375471,0.9999162635576923,1.0092853887443642,0.9999980951741186,0.9949636129983762,1.068303483251397,1.0,0.9962772887705932,1.0104050553868722,1.009412895191651
2017-01-05 11:00:00,1.0042157657938728,0.9999988877093408,1.0343260635313185,0.9981235836825947,0.9999162635576923,1.0035288097969959,0.9999980951741186,1.0021771906214838,1.063439932859611,1.0,0.9847982600730214,1.0108383309501303,1.008446765312515
2017-01-05 13:00:00,1.0034999461804155,0.9999988877093408,1.033445006262596,1.0020407633132606,0.9999162635576923,1.0043511782180485,0.9999980951741186,1.0037340147003628,1.0653313135675277,1.0,0.9887717700067963,1.0095385042603557,1.009218811912543
2017-01-05 14:00:00,1.0103002325082608,0.9999988877093408,1.033445006262596,1.0014416568368436,0.9999162635576923,1.0109301255864696,0.9999980951741186,1.0065667819337583,1.080462359230862,1.0,0.998484794289357,1.016037637709229,1.013131820066544
2017-01-05 21:00:00,1.0117318717351755,0.9999988877093408,1.033445006262596,1.0022834076785945,0.9999162635576923,1.0109301255864696,0.9999980951741186,1.0065667819337583,1.0782038516835903,1.0,1.0011338009118735,1.0199371177785532,1.0136787675009802
2017-01-05 22:00:00,1.0110160521217182,0.9999988877093408,1.033445006262596,1.0028445749064283,0.9999162635576923,1.0109301255864696,1.0008438038402214,1.0065667819337583,1.0845662306600772,1.0,1.002016803119379,1.0207007999054782,1.01440377746693
2017-01-05 23:00:00,1.0081527736678886,0.9999988877093408,1.033445006262596,1.00452807658993,0.9999162635576923,1.0109301255864696,1.0005527677517465,1.0065667819337583,1.0845662306600772,1.0,1.0079461506052108,1.025936401999719,1.0152116221937024
